x1,x2,x3,x4,x5,x6,x7,m
0.638,0.832,-5.039,0.049,0.141,0.113,0.648,b
0.457,0.935,-6.17,0.202,8.8e-4,0.0591,0.0711,e
0.706,0.751,-6.323,0.0708,0.173,0.168,0.195,b
0.682,0.47,-12.483,0.0361,0.123,0.115,0.898,f
0.662,0.586,-8.821,0.0307,0.097,0.115,0.296,b
0.572,0.811,-4.874,0.066,0.00887,0.124,0.332,e
0.835,0.481,-7.188,0.387,0.0308,0.0896,0.34,d
0.681,0.413,-12.559,0.0401,0.024,0.0452,0.349,c
0.584,0.739,-4.72,0.0435,0.216,0.188,0.351,b
0.581,0.923,-4.374,0.0407,7.57e-4,0.182,0.887,b
0.558,0.632,-8.339,0.284,0.832,0.198,0.519,d
0.746,0.993,-2.134,0.0499,0.0866,0.0689,0.972,c
0.654,0.506,-17.18,0.0535,0.686,0.155,0.831,f
0.547,0.691,-13.553,0.0369,0.015,0.144,0.667,f
0.822,0.893,-3.507,0.0655,0.491,0.126,0.767,c
0.605,0.848,-4.476,0.1,0.25,0.122,0.38,e
0.835,0.718,-6.405,0.232,0.0424,0.258,0.507,a
0.647,0.676,-5.727,0.166,0.0891,0.377,0.437,c
0.887,0.594,-7.7,0.294,0.204,0.0858,0.663,a
0.772,0.645,-8.32,0.0465,0.66,0.142,0.968,c
0.648,0.833,-5.083,0.0533,0.169,0.0787,0.475,a
0.464,0.24,-12.213,0.0456,0.941,0.322,0.287,d
0.585,0.597,-7.499,0.037,0.339,0.195,0.227,a
0.704,0.706,-5.233,0.111,0.483,0.0965,0.856,c
0.673,0.657,-4.45,0.374,0.239,0.107,0.271,a
0.547,0.698,-7.686,0.0384,0.218,0.211,0.574,f
0.637,0.725,-10.136,0.0338,0.0567,0.109,0.277,e
0.633,0.616,-10.087,0.271,0.234,0.0895,0.52,d
0.559,0.491,-6.406,0.0346,0.0567,0.0992,0.114,d
0.59,0.642,-3.87,0.122,0.0771,0.105,0.651,d
0.637,0.591,-9.134,0.206,0.0444,0.126,0.773,d
0.719,0.773,-6.272,0.0377,0.0496,0.291,0.759,c
0.309,0.527,-9.76,0.0326,0.517,0.0924,0.484,d
0.56,0.869,-4.587,0.0622,0.00214,0.304,0.177,e
0.7,0.748,-6.044,0.0434,0.127,0.0941,0.631,b
0.513,0.796,-4.075,0.0629,0.00147,0.0938,0.345,b
0.624,0.653,-6.582,0.176,0.575,0.104,0.565,a
0.744,0.804,-6.327,0.0677,0.0231,0.0494,0.426,c
0.703,0.534,-9.853,0.0438,0.0472,0.1,0.351,c
0.886,0.712,-5.928,0.11,0.0021,0.0282,0.49,e
0.886,0.427,-10.028,0.145,0.0312,0.0906,0.23,a
0.837,0.516,-7.735,0.0574,0.00812,0.11,0.213,b
0.687,0.719,-8.506,0.356,0.0535,0.139,0.722,a
0.405,0.881,-4.37,0.0327,0.00211,0.386,0.24,f
0.827,0.681,-4.905,0.0441,0.0341,0.418,0.603,c
0.894,0.791,-4.699,0.112,0.0183,0.0388,0.583,c
0.695,0.558,-5.131,0.319,0.507,0.101,0.768,d
0.602,0.839,-3.561,0.0389,0.0141,0.0897,0.402,e
0.546,0.864,-7.632,0.0393,0.0908,0.277,0.863,f
0.766,0.519,-11.411,0.0288,0.194,0.292,0.856,f
0.55,0.938,-3.556,0.0522,0.00171,0.555,0.433,b
0.61,0.842,-5.108,0.0323,0.0117,0.144,0.278,e
0.627,0.876,-4.391,0.0324,0.0159,0.0665,0.418,e
0.653,0.911,-2.979,0.0645,0.0623,0.301,0.335,e
0.83,0.765,-4.205,0.101,0.0232,0.0754,0.367,c
0.598,0.71,-6.839,0.0272,0.0476,0.1,0.726,d
0.915,0.556,-8.601,0.216,0.0145,0.0733,0.67,b
0.631,0.661,-5.5,0.0999,0.227,0.166,0.698,a
0.837,0.784,-4.531,0.101,0.175,0.0897,0.748,c
0.767,0.633,-6.331,0.0501,0.00438,0.0424,0.448,b
0.48,0.798,-6.002,0.0933,0.0157,0.0727,0.0667,e
0.756,0.772,-4.379,0.0509,0.142,0.0993,0.628,e
0.865,0.945,-4.676,0.0616,0.172,0.0765,0.872,c
0.49,0.939,-6.004,0.0419,0.00123,0.179,0.533,a
0.63,0.357,-9.392,0.026,0.0999,0.128,0.683,f
0.69,0.687,-6.084,0.0954,0.319,0.14,0.615,b
0.53,0.796,-5.089,0.0389,0.0044,0.126,0.536,a
0.609,0.731,-6.846,0.322,0.397,0.664,0.685,a
0.973,0.589,-7.014,0.236,0.00208,0.276,0.201,e
0.365,0.625,-8.41,0.0881,0.669,0.084,0.205,b
0.666,0.897,-4.938,0.114,0.0854,0.0409,0.701,b
0.933,0.528,-6.472,0.161,0.112,0.163,0.754,f
0.703,0.776,-3.075,0.2,0.0746,0.123,0.483,c
0.65,0.847,-5.481,0.0478,0.669,0.0533,0.953,c
0.632,0.857,-5.977,0.0772,0.0152,0.272,0.376,e
0.65,0.773,-7.085,0.171,0.438,0.205,0.556,a
0.744,0.837,-5.082,0.0703,0.336,0.229,0.706,c
0.418,0.331,-9.516,0.0409,0.73,0.685,0.444,e
0.889,0.853,-4.26,0.241,0.154,0.205,0.922,c
0.675,0.797,-3.784,0.359,0.145,0.127,0.888,c
0.585,0.52,-6.136,0.0712,0.124,0.131,0.129,a
0.788,0.902,-8.131,0.0446,0.02,0.101,0.0438,e
0.706,0.558,-7.237,0.0593,0.146,0.118,0.227,c
0.615,0.898,-5.85,0.0416,0.0971,0.758,0.485,b
0.546,0.686,-5.537,0.0747,0.0788,0.0729,0.764,d
0.853,0.688,-6.509,0.296,0.0118,0.151,0.565,a
0.579,0.654,-12.421,0.0553,0.121,0.0673,0.616,f
0.64,0.716,-5.508,0.0362,0.014,0.283,0.713,a
0.899,0.626,-4.228,0.292,0.076,0.0631,0.873,c
0.909,0.783,-6.816,0.297,0.00676,0.0846,0.902,a
0.717,0.563,-6.174,0.027,0.433,0.255,0.581,f
0.733,0.799,-8.759,0.0477,0.0708,0.214,0.955,d
0.756,0.609,-7.927,0.0544,0.217,0.096,0.537,d
0.769,0.603,-5.815,0.088,0.177,0.172,0.255,a
0.657,0.981,-3.498,0.0365,0.0295,0.0577,0.563,e
0.613,0.704,-9.369,0.0601,0.00497,0.337,0.746,f
0.605,0.789,-7.035,0.0338,0.00219,0.127,0.434,b
0.735,0.798,-6.155,0.0592,0.0998,0.377,0.594,e
0.781,0.855,-4.853,0.232,0.327,0.247,0.311,e
0.651,0.584,-7.754,0.0637,0.0542,0.256,0.645,d
0.818,0.799,-6.19,0.224,0.016,0.105,0.325,b
0.424,0.632,-7.243,0.0922,0.021,0.0545,0.356,f
0.718,0.743,-5.373,0.0268,0.434,0.159,0.856,b
0.631,0.8,-4.901,0.116,0.118,0.0912,0.426,a
0.711,0.559,-7.671,0.0291,0.632,0.136,0.583,d
0.543,0.682,-5.81,0.112,0.219,0.085,0.424,b
0.788,0.806,-6.074,0.116,0.00511,0.309,0.374,e
0.581,0.642,-5.318,0.407,0.0519,0.183,0.536,c
0.601,0.901,-8.414,0.0463,0.00912,0.264,0.934,a
0.832,0.731,-4.815,0.228,0.0991,0.344,0.712,c
0.751,0.761,-8.151,0.147,0.0145,0.0305,0.661,d
0.357,0.559,-7.464,0.0321,0.509,0.0565,0.173,f
0.707,0.522,-7.033,0.204,0.341,0.0771,0.638,d
0.585,0.567,-8.35,0.0263,0.247,0.102,0.564,f
0.679,0.818,-5.67,0.0315,0.244,0.158,0.392,c
0.733,0.709,-9.27,0.26,0.539,0.234,0.443,e
0.299,0.787,-7.93,0.069,0.14,0.292,0.716,f
0.278,0.676,-8.821,0.0371,4.23e-4,0.136,0.494,f
0.821,0.527,-9.574,0.0314,0.14,0.0848,0.902,d
0.72,0.583,-4.515,0.173,0.478,0.17,0.325,d
0.637,0.759,-4.804,0.0809,0.0244,0.0991,0.304,b
0.79,0.441,-10.359,0.298,0.00421,0.105,0.408,a
0.75,0.822,-3.75,0.0394,0.0883,0.118,0.693,c
0.536,0.694,-9.116,0.0351,0.014,0.165,0.374,f
0.848,0.468,-7.357,0.0675,0.123,0.293,0.468,c
0.51,0.893,-9.267,0.0342,0.00102,0.201,0.934,f
0.357,0.544,-10.399,0.0371,0.0159,0.0639,0.146,b
0.824,0.943,-2.294,0.0926,2.24e-4,0.104,0.421,e
0.255,0.372,-16.437,0.0424,0.291,0.269,0.392,f
0.693,0.674,-4.449,0.0723,0.185,0.0639,0.378,b
0.68,0.689,-6.902,0.368,0.0692,0.119,0.587,a
0.616,0.965,-4.464,0.0613,0.0135,0.119,0.405,f
0.842,0.808,-3.243,0.0491,0.206,0.258,0.705,a
0.529,0.845,-5.432,0.0294,1.99e-4,0.227,0.571,f
0.771,0.83,-5.823,0.0675,0.469,0.0472,0.946,c
0.699,0.873,-3.335,0.058,0.333,0.329,0.928,c
0.651,0.574,-3.962,0.0331,0.311,0.0952,0.562,e
0.83,0.722,-5.115,0.152,0.664,0.0894,0.882,a
0.726,0.727,-4.919,0.0969,0.363,0.231,0.815,b
0.28,0.656,-4.525,0.0442,0.296,0.134,0.286,e
0.711,0.242,-13.298,0.259,0.632,0.0888,0.625,a
0.745,0.642,-6.257,0.287,0.0204,0.0658,0.226,a
0.698,0.844,-6.267,0.156,0.0102,0.384,0.438,b
0.446,0.651,-4.348,0.0287,0.0068,0.195,0.138,b
0.837,0.776,-6.505,0.0617,0.0415,0.236,0.466,c
0.722,0.331,-7.789,0.0725,0.337,0.146,0.102,a
0.718,0.8,-5.715,0.0587,0.00588,0.337,0.266,b
0.86,0.861,-7.131,0.307,0.0361,0.113,0.79,a
0.79,0.684,-8.917,0.0428,0.0179,0.171,0.783,d
0.572,0.718,-9.834,0.0315,0.026,0.0901,0.659,f
0.82,0.792,-7.59,0.125,0.00219,0.199,0.596,e
0.553,0.976,-3.169,0.157,0.0373,0.186,0.362,e
0.57,0.873,-5.188,0.07,0.00853,0.365,0.236,e
0.785,0.86,-5.309,0.0512,0.127,0.408,0.547,c
0.54,0.674,-8.734,0.0296,0.0978,0.147,0.165,b
0.684,0.826,-4.345,0.14,0.0664,0.535,0.342,b
0.609,0.796,-4.661,0.0332,0.101,0.345,0.692,c
0.668,0.43,-15.021,0.0311,0.415,0.0569,0.772,b
0.656,0.993,-1.702,0.18,0.00255,0.197,0.128,e
0.274,0.949,-8.642,0.0896,0.0214,0.218,0.497,f
0.631,0.466,-7.916,0.0463,0.482,0.213,0.321,b
0.623,0.668,-7.551,0.0324,0.135,0.106,0.14,f
0.71,0.563,-8.004,0.0403,0.125,0.196,0.427,c
0.5,0.438,-11.644,0.0638,0.482,0.0996,0.551,a
0.53,0.647,-11.221,0.0327,0.00223,0.454,0.726,f
0.438,0.512,-8.543,0.0327,0.0861,0.389,0.474,c
0.445,0.575,-8.342,0.044,0.135,0.122,0.21,f
0.778,0.727,-4.5,0.0395,0.0985,0.152,0.699,c
0.889,0.496,-6.365,0.0905,0.259,0.252,0.544,c
0.372,0.91,-5.559,0.0392,0.00101,0.13,0.756,f
0.598,0.374,-14.085,0.0259,0.383,0.128,0.413,f
0.813,0.725,-2.904,0.0475,0.00212,0.0906,0.274,e
0.433,0.756,-7.855,0.0565,9.97e-4,0.124,0.117,f
0.701,0.607,-13.001,0.0306,0.305,0.373,0.876,d
0.707,0.5,-15.198,0.0387,0.136,0.237,0.77,d
0.571,0.881,-3.22,0.285,0.00228,0.663,0.663,e
0.672,0.755,-4.666,0.187,0.014,0.164,0.51,d
0.654,0.798,-4.084,0.0451,0.188,0.15,0.574,d
0.857,0.685,-4.84,0.38,0.626,0.206,0.837,e
0.77,0.812,-5.247,0.146,0.0205,0.461,0.652,a
0.558,0.872,-4.415,0.0463,0.00439,0.073,0.105,e
0.772,0.672,-5.333,0.178,0.288,0.133,0.655,a
0.686,0.695,-6.087,0.174,0.44,0.314,0.541,a
0.632,0.96,-6.768,0.0484,0.067,0.0937,0.575,e
0.933,0.763,-9.582,0.0792,0.614,0.109,0.798,a
0.553,0.954,-2.883,0.0575,0.00377,0.408,0.236,e
0.525,0.773,-5.623,0.185,0.00583,0.229,0.381,c
0.845,0.399,-7.509,0.309,0.00525,0.102,0.148,a
0.715,0.363,-8.265,0.0433,0.0348,0.0637,0.347,b
0.502,0.699,-4.951,0.0389,0.0384,0.122,0.158,e
0.681,0.761,-6.895,0.183,0.392,0.0683,0.424,c
0.438,0.71,-12.412,0.0919,0.262,0.221,0.53,f
0.57,0.635,-10.231,0.0482,0.00459,0.0901,0.196,f
0.827,0.596,-13.486,0.0559,0.0744,0.0768,0.899,d
0.531,0.626,-13.371,0.0452,0.0606,0.0767,0.746,f
0.775,0.653,-4.755,0.103,0.298,0.101,0.658,d
0.723,0.504,-5.572,0.0392,0.388,0.087,0.551,b
0.734,0.637,-5.677,0.141,0.0462,0.0602,0.648,b
0.675,0.705,-4.35,0.264,0.276,0.119,0.672,a
0.647,0.65,-9.943,0.0735,0.813,0.292,0.232,a
0.693,0.762,-4.137,0.127,0.0174,0.3,0.159,e
0.422,0.711,-4.809,0.0385,0.0176,0.559,0.321,e
0.738,0.794,-4.118,0.0416,0.101,0.0533,0.566,b
0.682,0.91,-2.314,0.0431,0.00953,0.0732,0.536,b
0.475,0.814,-5.081,0.0367,0.00251,0.334,0.146,e
0.457,0.899,-2.591,0.132,0.0019,0.831,0.298,a
0.279,0.49,-7.67,0.0371,8.49e-4,0.433,0.389,f
0.581,0.766,-5.114,0.154,0.00176,0.0842,0.629,d
0.799,0.923,-6.108,0.119,0.0366,0.41,0.776,a
0.612,0.807,-2.81,0.0336,0.0495,0.101,0.398,b
0.539,0.61,-10.999,0.134,0.121,0.0857,0.0395,d
0.641,0.652,-8.575,0.264,0.42,0.094,0.406,c
0.813,0.885,-2.481,0.215,0.0015,0.0954,0.351,e
0.526,0.912,-5.816,0.0848,0.129,0.328,0.339,a
0.905,0.346,-11.649,0.407,0.0111,0.506,0.43,d
0.597,0.969,-7.095,0.0329,0.009,0.173,0.815,b
0.893,0.839,-6.785,0.0671,0.0911,0.113,0.801,a
0.837,0.636,-7.643,0.086,0.0395,0.342,0.274,a
0.697,0.919,-3.867,0.0792,0.432,0.0882,0.683,c
0.512,0.5,-6.937,0.0282,0.828,0.0907,0.196,f
0.67,0.847,-3.723,0.043,0.0156,0.22,0.613,a
0.534,0.596,-7.652,0.0379,0.841,0.137,0.293,c
0.51,0.71,-7.516,0.0874,0.442,0.0783,0.511,b
0.581,0.525,-11.357,0.029,0.314,0.131,0.652,f
0.775,0.583,-13.29,0.0433,0.0187,0.0263,0.647,c
0.501,0.813,-8.192,0.0639,0.0455,0.131,0.495,f
0.67,0.846,-6.543,0.0884,0.164,0.113,0.589,e
0.621,0.583,-10.127,0.0345,0.0116,0.115,0.452,d
0.725,0.703,-4.641,0.0466,0.0632,0.14,0.638,c
0.687,0.694,-6.967,0.282,0.0141,0.157,0.923,d
0.613,0.873,-6.376,0.0449,0.00397,0.367,0.392,f
0.635,0.815,-10.386,0.0533,1.12e-4,0.253,0.288,e
0.784,0.906,-3.001,0.197,0.0588,0.342,0.758,e
0.682,0.537,-10.254,0.0323,0.218,0.0556,0.963,f
0.456,0.691,-7.773,0.0265,0.252,0.366,0.531,f
0.783,0.42,-8.779,0.0312,0.305,0.123,0.446,b
0.3,0.952,-10.093,0.101,0.0256,0.967,0.508,f
0.694,0.744,-8.061,0.165,0.134,0.159,0.492,d
0.191,0.615,-6.274,0.0369,0.164,0.0627,0.301,f
0.649,0.473,-9.827,0.12,0.862,0.101,0.779,a
0.665,0.699,-5.265,0.0578,0.423,0.0969,0.585,b
0.75,0.643,-6.199,0.281,0.00699,0.0969,0.902,c
0.504,0.847,-6.81,0.0442,0.00434,0.816,0.28,b
0.659,0.926,-5.563,0.0602,0.00145,0.0599,0.0566,e
0.476,0.388,-8.778,0.0354,0.68,0.0889,0.523,c
0.753,0.652,-5.943,0.0753,0.444,0.117,0.745,a
0.579,0.824,-8.71,0.03,0.00206,0.059,0.635,f
0.555,0.616,-6.049,0.0311,0.00236,0.0993,0.222,b
0.645,0.739,-6.707,0.0429,0.836,0.384,0.127,a
0.573,0.85,-4.852,0.33,0.0317,0.0521,0.692,d
0.733,0.754,-6.877,0.0919,0.0403,0.144,0.646,c
0.673,0.885,-3.574,0.0569,0.143,0.184,0.704,b
0.577,0.688,-4.86,0.0582,0.25,0.432,0.539,c
0.714,0.937,-2.947,0.0399,0.206,0.0731,0.964,f
0.905,0.92,-3.326,0.0811,0.0016,0.0647,0.744,e
0.547,0.607,-6.229,0.0251,0.451,0.199,0.429,f
0.453,0.863,-6.239,0.0957,0.0672,0.107,0.499,e
0.576,0.843,-5.034,0.0419,0.0159,0.0972,0.411,c
0.618,0.299,-13.816,0.0294,0.989,0.131,0.434,c
0.747,0.937,-5.746,0.0453,0.0208,0.29,0.739,e
0.566,0.691,-8.907,0.0998,0.0724,0.102,0.183,e
0.761,0.756,-4.866,0.0674,0.00471,0.0513,0.799,e
0.497,0.755,-6.948,0.0497,7e-4,0.33,0.493,b
0.687,0.778,-6.623,0.101,0.209,0.117,0.865,c
0.755,0.738,-5.939,0.0766,0.347,0.113,0.747,c
0.796,0.438,-11.137,0.349,0.477,0.215,0.319,a
0.668,0.928,-3.114,0.0303,0.0133,0.0816,0.669,e
0.571,0.387,-12.372,0.459,0.0549,0.0803,0.196,d
0.691,0.762,-6.47,0.0367,0.462,0.0804,0.957,f
0.77,0.837,-3.978,0.0696,0.00465,0.122,0.186,e
0.463,0.688,-8.127,0.0438,0.873,0.0666,0.2,b
0.593,0.522,-11.446,0.0522,0.54,0.113,0.123,b
0.648,0.759,-4.315,0.306,0.0142,0.648,0.518,a
0.474,0.749,-5.113,0.0363,0.00645,0.0642,0.1,b
0.47,0.85,-2.825,0.0363,0.0627,0.118,0.148,e
0.81,0.353,-9.931,0.31,0.588,0.102,0.0727,d
0.572,0.498,-10.484,0.431,0.0471,0.247,0.549,d
0.763,0.83,-4.496,0.0457,0.0685,0.062,0.87,c
0.825,0.807,-5.753,0.0949,0.0732,0.138,0.816,c
0.728,0.639,-8.71,0.094,0.552,0.109,0.157,a
0.569,0.865,-4.385,0.0495,0.0493,0.317,0.278,c
0.755,0.625,-7.114,0.0896,0.49,0.157,0.374,b
0.439,0.792,-5.937,0.34,0.197,0.36,0.202,e
0.698,0.66,-7.883,0.052,0.0226,0.0622,0.451,a
0.347,0.772,-4.359,0.0549,0.0597,0.115,0.035,b
0.621,0.883,-4.205,0.136,0.0274,0.107,0.252,e
0.624,0.653,-6.582,0.176,0.575,0.104,0.565,b
0.758,0.834,-4.86,0.0997,0.271,0.0942,0.638,d
0.812,0.439,-7.093,0.0846,0.351,0.0909,0.594,d
0.553,0.506,-13.271,0.046,0.144,0.438,0.51,f
0.617,0.906,-5.533,0.0325,0.00557,0.0838,0.361,c
0.632,0.9,-2.827,0.0418,1.76e-4,0.0638,0.278,e
0.589,0.89,-3.719,0.0603,4.81e-4,0.201,0.692,f
0.552,0.934,-7.292,0.0554,0.0179,0.221,0.301,a
0.694,0.918,-3.033,0.185,0.0265,0.412,0.413,b
0.57,0.763,-4.137,0.0573,0.0857,0.0932,0.43,b
0.556,0.668,-6.245,0.0874,0.0536,0.066,0.695,c
0.298,0.612,-9.002,0.0379,0.0194,0.0906,0.343,f
0.903,0.704,-6.702,0.114,0.0272,0.117,0.587,a
0.709,0.824,-8.824,0.0453,0.207,0.0888,0.867,d
0.622,0.796,-2.999,0.172,0.667,0.106,0.62,c
0.614,0.672,-8.095,0.0291,0.0287,0.253,0.579,e
0.439,0.729,-5.957,0.0384,0.777,0.141,0.739,c
0.883,0.525,-8.054,0.0633,0.189,0.0971,0.312,d
0.894,0.475,-6.01,0.148,0.431,0.0802,0.93,c
0.871,0.595,-7.618,0.0552,0.0929,0.107,0.623,b
0.744,0.771,-3.899,0.0404,0.229,0.0919,0.54,e
0.416,0.304,-10.744,0.0386,0.141,0.262,0.544,f
0.822,0.567,-5.691,0.0341,0.694,0.1,0.202,c
0.486,0.523,-5.842,0.0402,0.442,0.105,0.0907,c
0.621,0.601,-5.616,0.148,0.0522,0.46,0.457,c
0.646,0.854,-2.773,0.459,0.0311,0.0505,0.577,a
0.75,0.796,-5.968,0.146,0.00679,0.347,0.6,e
0.644,0.915,-3.907,0.0397,0.0336,0.0647,0.529,e
0.593,0.612,-9.422,0.0386,0.0845,0.103,0.96,f
0.206,0.733,-5.817,0.0378,0.485,0.107,0.439,b
0.566,0.188,-16.824,0.0666,0.676,0.102,0.0376,d
0.697,0.687,-5.455,0.0402,0.265,0.103,0.364,b
0.77,0.607,-6.497,0.0481,0.645,0.163,0.387,c
0.641,0.869,-4.754,0.0423,0.0319,0.403,0.358,b
0.733,0.777,-7.076,0.0347,0.436,0.102,0.583,b
0.829,0.758,-6.202,0.256,0.0408,0.139,0.908,c
0.79,0.938,-6.415,0.0377,0.0468,0.0666,0.846,c
0.586,0.668,-8.245,0.0595,0.00247,0.11,0.564,d
0.696,0.514,-7.899,0.0252,0.654,0.318,0.682,f
0.918,0.837,-6.792,0.255,0.234,0.227,0.855,a
0.593,0.349,-6.894,0.0284,0.722,0.133,0.218,c
0.941,0.904,-8.464,0.177,0.216,0.236,0.741,d
0.646,0.446,-7.297,0.0516,0.00223,0.147,0.528,b
0.488,0.909,-6.591,0.0929,0.0011,0.456,0.643,b
0.741,0.744,-4.099,0.0472,0.103,0.0852,0.898,d
0.534,0.489,-8.725,0.241,0.302,0.112,0.416,d
0.873,0.739,-6.954,0.232,0.0998,0.064,0.927,a
0.859,0.557,-5.907,0.053,0.289,0.12,0.56,b
0.59,0.427,-10.999,0.186,0.476,0.352,0.343,a
0.38,0.76,-10.961,0.0378,0.00298,0.104,0.491,f
0.802,0.823,-9.799,0.0776,0.351,0.264,0.964,c
0.598,0.917,-4.63,0.102,0.00171,0.186,0.198,e
0.442,0.585,-10.332,0.0964,0.0984,0.14,0.116,d
0.816,0.754,-2.75,0.111,0.0361,0.217,0.533,c
0.727,0.815,-2.454,0.153,0.0258,0.231,0.677,c
0.372,0.924,-7.53,0.0753,7.16e-4,0.132,0.432,e
0.819,0.833,-6.296,0.0617,1.2e-4,0.184,0.753,e
0.704,0.592,-5.368,0.194,0.644,0.802,0.386,c
0.315,0.715,-8.072,0.0362,0.00125,0.0942,0.497,f
0.649,0.716,-5.371,0.0349,0.0863,0.135,0.163,c
0.597,0.868,-5.096,0.0527,0.0214,0.664,0.709,f
0.505,0.267,-7.372,0.0386,0.793,0.154,0.236,d
0.895,0.681,-5.267,0.358,0.157,0.189,0.554,a
0.67,0.868,-6.738,0.202,0.177,0.666,0.679,a
0.717,0.455,-8.303,0.0276,0.0846,0.11,0.389,b
0.673,0.733,-9.856,0.117,0.138,0.12,0.261,e
0.643,0.925,-3.333,0.318,0.184,0.078,0.676,a
0.532,0.783,-5.697,0.0523,0.0038,0.161,0.643,a
0.504,0.729,-4.91,0.0404,0.0947,0.114,0.563,f
0.469,0.919,-3.55,0.0434,0.0753,0.096,0.463,f
0.554,0.414,-12.288,0.0313,0.921,0.108,0.229,b
0.812,0.566,-9.102,0.0365,0.0228,0.053900000000000003,0.771,d
0.828,0.588,-7.14,0.118,0.0156,0.124,0.598,c
0.826,0.927,-3.643,0.0308,0.0572,0.107,0.932,c
0.466,0.869,-4.275,0.0529,0.0142,0.115,0.185,e
0.671,0.711,-7.813,0.0478,0.422,0.104,0.466,f
0.367,0.614,-5.735,0.0454,0.126,0.0589,0.536,d
0.438,0.606,-6.549,0.0305,0.3,0.0754,0.266,f
0.602,0.919,-4.878,0.0448,0.0532,0.314,0.956,c
0.775,0.866,-3.372,0.0425,0.0877,0.118,0.877,c
0.714,0.621,-5.343,0.0641,0.0352,0.11,0.892,b
0.445,0.768,-8.836,0.0347,0.0127,0.0925,0.32,f
0.509,0.89,-4.594,0.0805,0.00237,0.499,0.434,f
0.545,0.584,-7.643,0.0888,0.0161,0.177,0.534,a
0.549,0.9,-7.221,0.0405,0.00233,0.122,0.357,b
0.682,0.609,-5.458,0.0435,0.0426,0.0994,0.283,b
0.637,0.476,-7.135,0.058,0.249,0.115,0.265,b
0.731,0.678,-6.934,0.0582,0.0194,0.0814,0.525,e
0.508,0.72,-5.908,0.0628,0.272,0.0563,0.472,b
0.803,0.387,-5.875,0.0387,0.346,0.0913,0.737,b
0.936,0.479,-10.409,0.225,0.315,0.167,0.768,c
0.799,0.538,-4.775,0.0622,0.642,0.107,0.582,b
0.704,0.687,-10.302,0.133,0.473,0.0784,0.645,c
0.756,0.814,-10.246,0.0702,0.0563,0.045,0.65,c
0.525,0.538,-9.366,0.0783,0.14,0.095,0.802,b
0.749,0.927,-2.952,0.0412,0.132,0.304,0.507,c
0.712,0.829,-4.707,0.141,0.0149,0.122,0.593,a
0.496,0.833,-3.398,0.287,0.268,0.0858,0.63,d
0.15,0.7,-5.113,0.0359,0.0212,0.104,0.341,a
0.665,0.475,-6.58,0.224,0.0756,0.176,0.785,a
0.732,0.644,-4.124,0.132,0.0934,0.143,0.554,c
0.568,0.914,-3.655,0.0529,0.00297,0.223,0.479,e
0.549,0.744,-11.395,0.0758,0.0787,0.0892,0.823,d
0.733,0.859,-5.03,0.033,0.479,0.105,0.52,e
0.678,0.77,-4.399,0.222,0.00583,0.109,0.412,a
0.752,0.488,-7.05,0.0705,0.297,0.0936,0.533,b
0.72,0.707,-9.996,0.474,0.394,0.783,0.16,a
0.81,0.764,-5.7,0.0981,0.549,0.0925,0.697,c
0.511,0.815,-3.14,0.144,0.0491,0.0826,0.586,f
0.727,0.782,-5.223,0.0487,0.229,0.188,0.82,b
0.524,0.703,-5.256,0.0887,0.119,0.359,0.488,d
0.719,0.683,-5.269,0.315,0.0908,0.366,0.455,a
0.625,0.707,-4.761,0.0337,0.22,0.213,0.479,b
0.564,0.486,-5.968,0.15,0.00536,0.0397,0.343,e
0.753,0.538,-10.704,0.31,0.2,0.153,0.607,e
0.595,0.925,-2.741,0.0841,0.00216,0.0788,0.45,e
0.788,0.921,-3.21,0.055,0.006,0.105,0.551,e
0.679,0.831,-1.866,0.109,0.159,0.097,0.88,c
0.729,0.818,-9.992,0.0732,0.157,0.195,0.907,f
0.717,0.273,-12.887,0.0647,0.574,0.163,0.657,d
0.517,0.904,-4.234,0.0395,0.00105,0.264,0.529,f
0.866,0.719,-4.102,0.176,0.382,0.236,0.537,a
0.717,0.653,-5.634,0.0658,0.229,0.101,0.412,d
0.744,0.502,-5.313,0.0468,0.0298,0.111,0.389,d
0.795,0.758,-6.032,0.0556,0.0365,0.0706,0.593,c
0.496,0.596,-12.564,0.047,0.51,0.22,0.905,d
0.603,0.865,-6.913,0.034,0.00991,0.203,0.287,e
0.703,0.885,-3.712,0.145,0.0471,0.108,0.913,c
0.551,0.913,-4.063,0.0466,0.0263,0.347,0.544,f
0.669,0.519,-9.932,0.278,0.0714,0.108,0.825,d
0.714,0.937,-3.099,0.0624,0.146,0.0531,0.81,c
0.793,0.704,-8.413,0.298,0.0114,0.23,0.773,a
0.394,0.794,-4.369,0.0716,0.272,0.103,0.585,d
0.796,0.825,-7.075,0.232,0.00159,0.398,0.33,a
0.567,0.877,-6.484,0.0685,0.0194,0.281,0.265,b
0.718,0.89,-3.931,0.144,0.139,0.341,0.31,b
0.784,0.787,-12.29,0.0486,0.0776,0.0984,0.897,d
0.625,0.729,-4.775,0.13,0.00154,0.0896,0.192,e
0.505,0.836,-6.197,0.0389,0.00963,0.161,0.684,f
0.764,0.38,-14.212,0.369,0.753,0.119,0.634,a
0.399,0.889,-5.738,0.0936,0.113,0.15,0.416,a
0.819,0.514,-7.238,0.0441,0.831,0.0784,0.74,f
0.566,0.767,-6.15,0.0817,0.106,0.0862,0.236,a
